((本所:人员,条件为,((((((（二）发行人的保荐人或者签字保荐代表人证券服务机构或者相关签字人员因首次公开发行并上市上市公司发行证券并购重组业务涉嫌违法违规或者其他业务涉嫌违法违规且对市场有重大影响被中国证监会立案调查或者被司法机关侦查尚未结案:事项,或,（三）发行人的保荐人证券服务机构被中国证监会依法采取限制业务活动责令停业整顿指定其他机构托管或者接管等监管措施尚未解除:事项),或,（四）发行人的签字保荐代表人证券服务机构相关签字人员被中国证监会依法采取市场禁入限制证券从业资格等监管措施尚未解除:事项),或,（五）保荐人或者签字保荐代表人证券服务机构或者相关签字人员被本所实施一定期限内不接受其出具的相关文件的纪律处分尚未解除:事项),或,（六）发行上市申请文件中记载的财务资料已过有效期需要补充提交:事项),或,（七）发行人及保荐人主动要求中止审核理由正当并经本所同意:事项),或,被立案调查或者被司法机关立案侦查尚未结案:事项)),应当,中止发行上市审核:行为)	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 中止审核（股票发行上市审核规则）
((本所:人员,条件为,((((((((发行上市申请文件内容存在重大缺陷严重影响投资者理解和本所审核:事项,或,发行人撤回发行上市申请或者保荐人撤销保荐:事项),或,发行人未在规定时限内回复本所审核问询或者未对发行上市申请文件作出解释说明补充修改:事项),或,发行上市申请文件被认定存在虚假记载误导性陈述或者重大遗漏:事项),或,发行人阻碍或者拒绝本所依法实施的检查:事项),或,发行人及其关联方以不正当手段严重干扰本所发行上市审核工作:事项),或,发行人的法人资格终止:事项),或,本规则第六十四条第一款规定的中止审核情形未能在三个月内消除或者未能在本规则第六十五条规定的时限内完成相关事项:事项),或,本所审核不通过:事项)),应当,终止发行上市审核:行为)	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 终止审核（股票发行上市审核规则）
(发行人:人员,应当,(符合:行为,作用于,招股说明书内容与格式准则的要求:事项))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 信息披露（股票发行上市审核规则）
((发行人:人员,子属性为,信息披露:事项),应当,((真实:特征,与,准确:特征),与,完整:特征))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 信息披露（股票发行上市审核规则）
(发行人:人员,可以,((((拥有的核心技术经国家主管部门认定具有国际领先引领作用或者对于国家战略具有重大意义:事项,或,作为主要参与单位或者核心技术人员作为主要参与人员获得国家自然科学奖国家科技进步奖国家技术发明奖并将相关技术运用于主营业务:事项),或,独立或者牵头承担与主营业务和核心技术相关的国家重大科技专项项目:事项),或,依靠核心技术形成的主要产品（服务）属于国家鼓励支持和推动的关键设备关键产品关键零部件关键材料等并实现了进口替代:事项),或,形成核心技术和主营业务收入相关的发明专利（含国防专利）合计50项以上:事项))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
(发行人:人员,可以,((最近3年累计研发投入占最近3年累计营业收入比例5%以上或者最近3年研发投入金额累计在6000万元以上其中软件企业最近3年累计研发投入占最近3年累计营业收入比例10%以上:事项,或,形成主营业务收入的发明专利（含国防专利）5项以上软件企业除外:事项),或,最近3年营业收入复合增长率达到20%或者最近一年营业收入金额达到3亿元采用审核规则第二十二条第二款第（五）项上市标准申报科创板发行上市的发行人除外:事项))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
(((生物制品:事项,或,高端化学药:事项),或,高端医疗设备与器械及相关服务:事项),是一种,生物医药领域:事项)	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
(((((((高效节能产品及设备:事项,或,先进环保技术装备:事项),或,先进环保产品:事项),或,资源循环利用:事项),或,新能源汽车整车:事项),或,新能源汽车关键零部件:事项),或,动力电池及相关服务:事项),是一种,节能环保领域:事项)	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
((((先进核电:事项,或,大型风电:事项),或,高效光电光热:事项),或,高效储能及相关服务:事项),是一种,新能源领域:事项)	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
((((((先进钢铁材料:事项,或,先进有色金属材料:事项),或,先进石化化工新材料:事项),或,先进无机非金属材料:事项),或,高性能复合材料:事项),或,前沿新材料及相关服务:事项),是一种,新材料领域:事项)	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
((((智能制造:事项,或,航空航天:事项),或,先进轨道交通:事项),或,海洋工程装备及相关服务:事项),是一种,高端装备领域:事项)	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
(((((((新一代信息技术领域:事项,或,高端装备领域:事项),或,新材料领域:事项),或,新能源领域:事项),或,节能环保领域:事项),或,生物医药领域:事项),或,符合科创板定位的其他领域:事项),是一种,(高新技术产业:事项,与,战略性新兴产业:事项))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
((((((((((半导体和集成电路:事项,或,电子信息:事项),或,下一代信息网络:事项),或,人工智能:事项),或,大数据:事项),或,云计算:事项),或,软件:事项),或,互联网:事项),或,物联网:事项),或,智能硬件:事项),是一种,新一代信息技术领域:事项)	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
(发行人:人员,应当,(高新技术产业:事项,与,战略性新兴产业:事项))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 是否符合科创板的定位（上海证券交易所科创板企业发行上市申报及推荐暂行规定）
(发行人:人员,应当,((((预计市值不低于人民币10亿元最近两年净利润均为正且累计净利润不低于人民币5000万元或者预计市值不低于人民币10亿元最近一年净利润为正且营业收入不低于人民币1亿元:事项,或,预计市值不低于人民币15亿元最近一年营业收入不低于人民币2亿元且最近三年累计研发投入占最近三年累计营业收入的比例不低于15%:事项),或,预计市值不低于人民币20亿元最近一年营业收入不低于人民币3亿元且最近三年经营活动产生的现金流量净额累计不低于人民币1亿元:事项),或,预计市值不低于人民币30亿元且最近一年营业收入不低于人民币3亿元:事项),或,预计市值不低于人民币40亿元主要业务或产品需经国家有关部门批准市场空间大目前已取得阶段性成果医药行业企业需至少有一项核心产品获准开展二期临床试验其他符合科创板定位的企业需具备明显的技术优势并满足相应条件:事项))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 上市条件（股票上市规则）
((发行人:人员,可以,申请在本所科创板上市:行为),应当,(符合:行为,作用于,((((((中国证监会:人员,子属性为,发行条件:事项),与,(发行后股本总额:指标,应当,不低于人民币3000万元:数值)),与,(公司股本总额:指标,应当,超过人民币4亿元的:数值)),与,(公开发行的股份达到公司股份总数:指标,应当,25%以上:数值)),与,(公开发行股份:指标,应当,比例为10%以上:数值)),与,(市值:指标,与,财务指标:指标))))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 上市条件（股票上市规则）
((((董事:人员,与,监事:人员),与,高级管理人员:人员),条件为,最近 3 年内:时间),不能,(((中国证监会:人员,子属性为,行政处罚:事项),或,((司法机关:人员,子属性为,立案侦查:事项),条件为,涉嫌犯罪:事项)),或,((中国证监会:人员,子属性为,立案调查:事项),条件为,涉嫌违法违规:事项)))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
((((发行人:人员,与,(发行人:人员,子属性为,控股股东:人员)),与,(发行人:人员,子属性为,实际控制人:人员)),条件为,最近 3 年内:时间),不能,(((((国家安全:事项,与,公共安全:事项),与,生态安全:事项),与,生产安全:事项),与,公众健康安全:事项),子属性为,重大违法行为:事项))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
((((发行人:人员,与,(发行人:人员,子属性为,控股股东:人员)),与,(发行人:人员,子属性为,实际控制人:人员)),条件为,最近 3 年内:时间),不能,(欺诈发行:事项,与,重大信息披露违法:事项))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
((((发行人:人员,与,(发行人:人员,子属性为,控股股东:人员)),与,(发行人:人员,子属性为,实际控制人:人员)),条件为,最近 3 年内:时间),不能,((((贪污:事项,与,贿赂:事项),与,侵占财产:事项),与,挪用财产:事项),与,破坏社会主义市场经济秩序:事项))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
(((((发行人:人员,不能,重大偿债风险:事项),与,(发行人:人员,不能,重大不利影响的事项:事项)),与,(发行人:人员,不能,((担保:事项,或,诉讼:事项),或,仲裁:事项))),与,(发行人:人员,不能,(重大权属纠纷:事项,条件为,((主要资产:事项,或,核心技术:事项),或,商标:事项)))),是一种,(能力:事项,条件为,直接面向市场独立持续经营:特征))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
(((((((发行人:人员,子属性为,(((主营业务:事项,与,控制权:事项),与,管理团队:人员),与,核心技术人员:人员)),条件为,稳定:特征),与,(((((主营业务:事项,与,董事:人员),与,高级管理人员:人员),与,核心技术人员:人员),条件为,最近 2 年内:时间),不能,重大不利变化:事项)),与,(((控股股东:人员,与,受控股股东:人员),与,实际控制人:人员),条件为,股份权属清晰:特征)),与,((实际控制人:人员,条件为,最近 2 年:时间),不能,变更:事项)),与,((实际控制人:人员,条件为,最近 2 年:时间),不能,(重大权属纠纷:事项,条件为,导致控制权可能变更:特征))),是一种,(能力:事项,条件为,直接面向市场独立持续经营:特征))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
((((资产完整:事项,与,((((业务:事项,与,人员:人员),与,财务:事项),与,机构:事项),条件为,独立:特征)),与,(((控股股东:人员,与,实际控制人:人员),与,(其他企业:人员,条件为,其控制:特征)),不能,(关联交易:事项,条件为,(严重影响独立性:特征,或,显失公平:特征)))),与,(((控股股东:人员,与,实际控制人:人员),与,(其他企业:人员,条件为,其控制:特征)),不能,(同业竞争:事项,条件为,对发行人构成重大不利影响:特征))),是一种,(能力:事项,条件为,直接面向市场独立持续经营:特征))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
(发行人:人员,应当,(具有:行为,作用于,(能力:事项,条件为,直接面向市场独立持续经营:特征)))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
(发行人:人员,应当,业务完整:事项)	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
(发行人:人员,应当,(((内部控制制度:事项,条件为,(健全:特征,与,被有效执行:特征)),与,(((运行效率:事项,与,合法合规:事项),与,财务报告:事项),条件为,可靠性:特征)),与,(注册会计师:人员,应当,(出具:行为,作用于,(内部控制鉴证报告:文件,条件为,无保留结论:特征)))))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
(发行人:人员,应当,(注册会计师:事项,应当,(出具:行为,作用于,(审计报告:文件,条件为,(标准:特征,与,无保留意见:特征)))))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
(发行人:人员,应当,(((财务状况:事项,或,经营成果:事项),或,现金流量:事项),条件为,公允:特征))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
(发行人:人员,应当,(会计基础工作:事项,条件为,规范:特征))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
(发行人:人员,应当,(((股份有限公司:人员,条件为,((依法设立:特征,与,持续经营:特征),条件为,3 年以上:时间)),与,(组织机构:事项,条件为,(健全:特征,与,运行良好:特征))),与,((相关机构:人员,与,人员:人员),应当,依法履行职责:行为)))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 发行条件（科创板首次公开发行股票注册管理办法（试行））
((公司:人员,可以,首次公开发行新股:行为),应当,((((组织机构:事项,条件为,(具备健全:特征,与,运行良好:特征)),与,具有持续经营能力:事项),与,((财务会计报告:文件,条件为,最近三年:时间),应当,(被出具:行为,作用于,无保留意见审计报告:文件))),与,(((发行人:人员,与,(发行人:人员,子属性为,控股股东:人员)),与,(发行人:人员,子属性为,实际控制人:人员)),不能,((((贪污:事项,或,贿赂:事项),或,侵占财产:事项),或,挪用财产:事项),或,破坏社会主义市场经济秩序:事项))))	科创板上市的重点内容,法律图谱,科创板上市的重点内容,# 基本法的规定（证券法）
